zip_code,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP,FIPS,Name,State,local_classification,regional_classification,drop_column
36003,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36006,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36067,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36066,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36703,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36701,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36091,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36051,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36068,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36008,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36022,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36749,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36758,Autauga County,AL,1001,H1,1001.0,Autauga,AL,,East South Central,1106
36550,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36551,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36527,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36577,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36559,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36536,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36576,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36579,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36502,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36578,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36533,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36564,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36561,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36580,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36535,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36547,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36549,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36530,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36562,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36532,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36526,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36555,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36511,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36567,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36574,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36480,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36507,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36542,Baldwin County,AL,1003,H1,1003.0,Baldwin,AL,,East South Central,1106
36017,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36016,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36311,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36374,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36048,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36053,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36317,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36027,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
36072,Barbour County,AL,1005,H1,1005.0,Barbour,AL,,East South Central,1106
35035,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35034,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
36750,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35115,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35188,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
36793,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35074,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35042,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35111,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35184,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
36792,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35456,Bibb County,AL,1007,H1,1007.0,Bibb,AL,,East South Central,1106
35031,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35121,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35063,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35016,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35079,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35097,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35133,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35957,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35126,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35049,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35172,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35952,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35180,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35146,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35976,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35980,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
35013,Blount County,AL,1009,H1,1009.0,Blount,AL,,East South Central,1106
36830,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36031,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36089,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36029,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36081,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36860,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36053,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36005,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36052,Bullock County,AL,1011,H1,1011.0,Bullock,AL,,East South Central,1106
36037,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36033,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36032,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36456,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36474,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36030,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36042,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36071,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36015,Butler County,AL,1013,H1,1013.0,Butler,AL,,East South Central,1106
36206,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36204,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
35096,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36279,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36205,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36260,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36271,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36272,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36201,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36203,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36207,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36265,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36202,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36257,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36253,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36254,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
35905,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36250,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36277,Calhoun County,AL,1015,H1,1015.0,Calhoun,AL,,East South Central,1106
36852,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36855,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36879,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36274,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36862,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36863,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36801,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36854,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36276,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
36850,Chambers County,AL,1017,H1,1017.0,Chambers,AL,,East South Central,1106
35973,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35959,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35901,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35984,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
36272,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35967,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35961,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35903,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
36275,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35960,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
35983,Cherokee County,AL,1019,H1,1019.0,Cherokee,AL,,East South Central,1106
36006,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
35115,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
35040,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36790,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36758,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36793,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36750,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36051,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
35046,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
35045,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
35171,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36792,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
35085,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36091,Chilton County,AL,1021,H1,1021.0,Chilton,AL,,East South Central,1106
36908,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36913,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36919,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36921,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36904,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36912,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36910,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36916,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36922,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36558,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36915,Choctaw County,AL,1023,H1,1023.0,Choctaw,AL,,East South Central,1106
36436,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36751,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36446,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36524,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36784,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36451,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36540,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36482,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36727,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36782,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36545,Clarke County,AL,1025,H1,1025.0,Clarke,AL,,East South Central,1106
36251,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36267,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
35082,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
35160,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
35072,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
35089,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36266,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36255,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36256,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36258,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36276,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36268,Clay County,AL,1027,H1,1027.0,Clay,AL,,East South Central,1106
36273,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36269,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36207,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36268,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36258,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36262,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36261,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36264,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36272,Cleburne County,AL,1029,H1,1029.0,Cleburne,AL,,East South Central,1106
36322,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36453,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36079,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36351,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36477,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36346,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36311,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36010,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36318,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36034,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36316,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36009,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36330,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36323,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36467,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
36360,Coffee County,AL,1031,H1,1031.0,Coffee,AL,,East South Central,1106
35616,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35654,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35646,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35653,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35582,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35674,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35661,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35672,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
35660,Colbert County,AL,1033,H1,1033.0,Colbert,AL,,East South Central,1106
36471,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36330,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36426,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36454,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36460,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36401,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36442,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36473,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36502,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36475,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36456,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36432,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36474,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36421,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
36033,Conecuh County,AL,1035,H1,1035.0,Conecuh,AL,,East South Central,1106
35151,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35150,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
36026,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
36080,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35046,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35089,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35136,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35072,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35010,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
35183,Coosa County,AL,1037,H1,1037.0,Coosa,AL,,East South Central,1106
36420,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36421,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36453,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36483,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36455,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36476,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36467,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36474,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36038,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36401,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36028,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36477,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36442,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36456,Covington County,AL,1039,H1,1039.0,Covington,AL,,East South Central,1106
36037,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36035,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36009,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36071,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36049,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36028,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36036,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36041,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36034,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36046,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36042,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36467,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
36323,Crenshaw County,AL,1041,H1,1041.0,Crenshaw,AL,,East South Central,1106
35057,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35087,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35033,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35058,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35056,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35179,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35622,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35053,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35098,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35619,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35541,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35670,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35077,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35016,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35621,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35540,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35976,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35083,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35070,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35019,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
35055,Cullman County,AL,1043,H1,1043.0,Cullman,AL,,East South Central,1106
36322,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36303,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36353,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36345,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36374,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36360,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36317,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36371,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36350,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36362,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36311,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36330,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36361,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36352,Dale County,AL,1045,H1,1045.0,Dale,AL,,East South Central,1106
36761,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36767,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36701,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36773,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36758,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36785,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36759,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36749,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36703,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
36775,Dallas County,AL,1047,H1,1047.0,Dallas,AL,,East South Central,1106
35962,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35968,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35765,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35984,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35986,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35983,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35971,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35959,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35956,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35989,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35988,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35771,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35957,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35978,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35966,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35963,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35979,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35975,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35967,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35974,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35951,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35981,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35961,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35954,DeKalb County,AL,1049,H1,1049.0,De Kalb,AL,,East South Central,1106
35010,Elmore County,AL,1051,H1,1051.0,Elmore,AL,,East South Central,1106
36054,Elmore County,AL,1051,H1,1051.0,Elmore,AL,,East South Central,1106
35136,Elmore County,AL,1051,H1,1051.0,Elmore,AL,,East South Central,1106
36051,Elmore County,AL,1051,H1,1051.0,Elmore,AL,,East South Central,1106
